id,comment,label,comment_normalize
train_000139,Giày giống hình nhưng đặt mua màu xám lại giao màu đỏ. Không hài lòng,1,giày hình mua màu xám giao màu đỏ hài_lòng
train_000140,Giao hàng không có hai miếng hít chỉ có cái giá nhựa không biết phải làm sao...,1,giao hàng hai miếng hít giá nhựa
train_000141,"Chất lượng sp kém Shop phục vụ k nhiệt tình
 Hàng lỗi shop k cho đổi
Z cũng nói bảo hành ",1,chất_lượng sản_phẩm kém cửa_hàng_phục_vụ nhiệt_tình hàng lỗi cửa_hàng đổi z bảo_hành
train_000142,Mua Hồng ship Đen :) ,1,mua hồng giao hàng đen positive
train_000143,"""Khung viền kim loại thì máy chắc chắn hơn rồi, mà có hỗ trợ cả 4G thì cập nhật kịp thời r""",0,khung viền kim_loại máy 4g cập_nhật kịp_thời r
train_000144,Phát sóng mạnh và xa. Đáng mua,0,phát_sóng mua
train_000145,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn son lên màu chuẩn chất son mịn mượt k khô môi! Rất ưng. Sẽ ủng hộ shop lần sau ,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp son màu chuẩn chất son mịn mượt khô môi ưng ủng_hộ cửa_hàng
train_000146,Đóng gói max cẩn thận chất lượng khỏi bàn 💯,0,đóng_gói max cẩn_thận chất_lượng bàn positive
train_000147,Máy dỏm nâng giá cao lên rồi hạ giá khuyến mãi rất thất vọng,1,máy dỏm nâng_giá hạ giá khuyến_mãi thất_vọng
train_000148,"Rất thơm. Mùi dịu ngọt dễ chịu. 
Chị chủ shop dễ thương tư vấn nhiệt tình ^_^",0,thơm mùi dịu_ngọt dễ_chịu chủ cửa_hàng dễ_thương tư_vấn nhiệt_tình
train_000149,Mình mua bộ này trong đợt sale 99k của Tiki hàng giao chậm vì bị cháy hàng thì không sao. Nhưng chất lượng SP thì khác hoàn toàn so với các lần mình mua trước đó ở Siêu thị. Dầu gội thì lỏng và không thơm như bình thường hay dùng dầu xả thì có mùi kì lạ chua chua gì đó xộc lên mỗi lần lấy ra dùng.Nói chung là cảm giác như không phải chính hãng vậy đó.,1,mua đợt sale 99 tiki hàng giao chậm cháy hàng chất_lượng sản_phẩm mua siêu_thị dầu_gội lỏng thơm bình_thường dầu xả mùi kì_lạ chua chua xộc cảm_giác hãng
train_000150,Áo đẹp. Lông mịn.  Nói chung là rất ưng ý và Rất đáng tiền,0,áo đẹp lông mịn ưng_ý tiền
train_000151,o ngon,1,o ngon
train_000152,k như QC jờ mới lắp keu rất bé dc đổi lại thì tốt.,1,qc lắp keu bé đổi
train_000153,Giày chất rất ổn giao hàng hơi lâu chút.  Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,0,giày chất ổn giao hàng hơi chút đóng_gói sản_phẩm đẹp tiền
train_000154,san pham khac so voi hinh mau.quan din dau nhot.vai mong,1,san pham khac voi hinh mau quan din dau nhot vai mong
train_000155,"đã mua, chưa bít kq ra sao, tuy nhiên ko có ghi shopee ở ngoài, bên trong ok,thanks
 Thời gian giao hàng rất nhanh",0,mua bít kq ghi cửa_hàng ee ok cám_ơn giao hàng
train_000156,Shop giao hàng nhanh. Son màu cam sáng nên chất hơi bột lên màu chuẩn và có màu bám lại sau khi chùi.,0,cửa_hàng giao hàng son màu cam chất hơi bột màu chuẩn màu bám chùi
train_000157,Cảm ơn shop giao hàng rất nhanh trong 2 gói thì m thích gói khô gà lá chanh hơn khô và thơm. Sẽ ủng hộ shop thêm Đóng gói sản phẩm rất đẹp và chắc chắn,0,cửa_hàng giao hàng 2 gói gói khô gà lá chanh khô thơm ủng_hộ cửa_hàng đóng_gói sản_phẩm đẹp
train_000158,"""cái này đc đấy, mình thích đồ chính hãng.""",0,đấy đồ hãng
train_000159,Dong ho sai duoc ,0,dong ho sai duoc
train_000160,Đặt trong ảnh là lọ thủy tinh  không thấy thương hiệu hay nhãn mác . Nhưng giao là lọ nhựa  hiệu hơi lạ . Nhưng không sao  viên nghệ ăn dễ ngọt  nghe mùi mật ong đúng . Không chắc là hiệu quả vì chỉ mới sử dụng vài viên  nhưng nếu có hiệu quả lần tới sẽ mua tiếp ❤️. ,0,ảnh lọ thuỷ_tinh thương_hiệu nhãn_mác giao lọ nhựa hiệu hơi lạ viên nghệ mùi mật_ong hiệu_quả viên hiệu_quả mua tiếp positive ️
train_000161,Kêu tặng 7 bịch bánh tráng nhưng chỉ đưa 4 cục kẹo milo ,1,kêu tặng 7 bịch bánh_tráng 4 cục kẹo_milo
train_000162, Chất lượng sản phẩm tuyệt vời0k,0,chất_lượng sản_phẩm tuyệt vời0k
train_000163,Chất lượng tốt ! 👍🏻,0,chất_lượng positive 🏻
train_000164, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời,0,đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền tiền giao hàng giao hàng tiền cửa_hàng_phục_vụ cửa_hàng_phục_vụ tiền chất_lượng sản_phẩm tuyệt_vời
train_000165, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Khá ok,0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp ok
train_000166,Mk mua sz 41 mà giao nhầm sz rộng ko đi đc😡,1,m mua cỡ 41 giao nhầm cỡ rộng đi nagative
train_000167, Chất lượng sản phẩm tốt  đóng gói sản phẩm cẩn thận,0,chất_lượng sản_phẩm đóng_gói sản_phẩm cẩn_thận
train_000168,Túi chắc chắn. Gói hàng cẩn thận chu đáo,0,túi gói hàng cẩn_thận chu_đáo
train_000169, Thời gian giao hàng rất nhanh có 2 áo trùng kiểu,0,giao hàng 2 áo trùng kiểu
train_000170,"Sản phẩm mẫu mã đẹp. 
Chất lượng sản phẩm thì chưa đánh giá được vì chưa trải qua sử dụng.
 Shop phục vụ rất tốt, rất nhiệt tình.
Thời gian giao hàng cũng khá nhanh 3 ngày đã nhận hàng.
Đã check: không biết có phải chính hãng hay không  AE xem hình mình update kèm hihi.
Thanks shop lần sau ủng hộ nữa",0,sản_phẩm mẫu_mã_đẹp chất_lượng sản_phẩm trải cửa_hàng_phục_vụ nhiệt_tình giao hàng 3 hàng check hãng ae hình up hạn kèm positive cám_ơn cửa_hàng ủng_hộ
train_000171, Chất lượng sản phẩm tuyệt vời đẹp dùng ổn,0,chất_lượng sản_phẩm tuyệt_vời đẹp ổn
train_000172, Rất đáng tiền  Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,0,tiền giao hàng đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ
train_000173,Hàng đẹp tuyệt vời như hình. Mình ở xa mua cũng sợ nhưng shop gửi hàng đẹp không lỗi giày ko nhăn nheo. Rất hài lòng. Sẽ ủng hộ shop dài dài ạ 😘,0,hàng đẹp tuyệt_vời hình mua sợ cửa_hàng gửi hàng đẹp lỗi giày nhăn_nheo hài_lòng ủng_hộ cửa_hàng dài_dài positive
train_000174,"""17cu thì mua lg v10 vừa đẹp mà con dư tiền""",1,17cu mua lg v10 đẹp dư tiền
train_000175, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Giày đẹp y hình shop đăng.,0,đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền giao hàng giày đẹp y hình cửa_hàng đăng
train_000176,Size 3xl mà 62kg mặc vừa shop gọi điện thoại tư vấn nhiệt tình và chu đáo nhưng sản phẩm ko giống như mô tả sản phẩm vải đẹp nhưng đường chỉ may vắt sổ còn thừa quá nhiều chỉ,1,cỡ 3xl 62 mặc cửa_hàng gọi điện_thoại tư_vấn nhiệt_tình chu_đáo sản_phẩm mô_tả sản_phẩm vải đẹp đường may vắt_sổ thừa
train_000177,Không hài lòng đã nhắn shop là gửi đồng hồ mặt nhỏ rồi lại gửi mặt lớn to đeo ko đẹp mà mua 3 cái rồi đó,1,hài_lòng nhắn cửa_hàng gửi đồng_hồ mặt gửi mặt to đeo đẹp mua 3
train_000178,Chuẩn hàng lắm mn ạhh!!! lên tone nhiều & ko hề lộ vân gì cả nên đố ai biếttt 😍 Ko dính quần áo mình xịt lên quần áo đen cũg k dính ,0,chuẩn hàng lắm mn ạhh tone hề lộ vân đố biếttt positive dính quần_áo xịt quần_áo đen cũg dính
train_000179,Shop gói hàng xinh xắn cẩn thận. Đàn nhỏ xinh và âm nghe cũng hay. Mình rất hài lòng,0,cửa_hàng gói hàng xinh_xắn cẩn_thận đàn xinh âm hài_lòng
train_000180,Bộ khung khó sài lên hình méo mó không đẹp,1,khung xài hình méo_mó đẹp
train_000181,Đèn leb shop gửi câu lộn dây... gắn vào xe ko sáng đèn... cần lưu ý hàn cho đúng cực âm dương,1,đèn leb cửa_hàng gửi câu lộn dây gắn xe đèn lưu_ý hàn cực âm dương
train_000182,giống hình quảng cáo. đáng tiền,0,hình ng cáo tiền
train_000183,Rất đáng tiền. Đẹp và y như hình. Shop phục vụ rất tốt,0,tiền đẹp y_như hình cửa_hàng_phục_vụ
train_000184,Hàng chất lượng tốt. Giao hàng nhanh chóng. Shop uy tín,0,hàng chất_lượng giao hàng nhanh_chóng cửa_hàng uy_tín
train_000185,hang ko thật như hinh ảnh hàng gui là hàng phek ko đúng hàng như shop nói.,1,hang hinh ảnh hàng gui hàng phe hàng cửa_hàng
train_000186,Dầu rất thơm bỏ vào máy phun sương khuếch tán thơm cả phòng luôn. cảm ơn shop đã đem đến một sản phẩm thiết thực,0,dầu thơm máy phun sương khuếch_tán thơm phòng cửa_hàng đem sản_phẩm thiết_thực
train_000187,Giao hàng nhanh sản phẩm đẹp lắm i hình luôn ,0,giao hàng sản_phẩm đẹp lắm i hình
train_000188,"Gương hơi mờShop k rep tn
Thật sự thất vọng
Vẽ lem,loãng
Ai mua hàng đừng dựa vào lượng feedback mà mua như mình
",1,gương hơi mờ cửa_hàng trả_lời tn thất_vọng vẽ lem loãng mua hàng đừng dựa feedbac mua
train_000189,xui xui trúng cây ko có miếng lót ko xài đc,1,xui xui trúng miếng lót xài
train_000190,mình nhập Đúng tên và mật khẩu nhưng không vào được,1,nhập mật_khẩu
train_000191," Chất lượng sản phẩm tuyệt vời

  Đóng gói sản phẩm rất đẹp và chắc chắn
 Đóng gói sản phẩm rất đẹp và chắc chắn",0,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp
train_000192,xấu wa,1,xấu
train_000193,Chưa xai chưa biet sao ,0,xai biet
train_000194, Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Chất vải hơi mỏng dày thêm tí nữa thì đẹp,0,đóng_gói sản_phẩm đẹp giao hàng chất vải hơi mỏng dày tí đẹp
train_000195,Led sáng ngon.  Chất lượng sản phẩm tuyệt vời,0,led ngon chất_lượng sản_phẩm tuyệt_vời
train_000196,Nói là tích điện nhưng sạc điện không vô......theo mình các bạn không nên mua sản phẩm này mua về tốn tiền mà không sử dụng đượcBán hàng không có tâm.... Chất lượng sản phẩm rất kém,1,tích điện sạc điện vô mua sản_phẩm mua tốn tiền đượcbán hàng tâm chất_lượng sản_phẩm kém
train_000197,Mua phi ca tien. cau qua kem,0,mua phi_ca tien cau kem
train_000198,Đóg gói ko đep,0,đóg gói đep
train_000199,giao hag z mà cug lộn sai nửa ... dat sai 31 ma giao sai 28 ak,1,giao hag z cug lộn sai nửa dat sai 31 ma giao sai 28 ak
train_000200,Ngon giòn đáng tiền nhưng tiền ship hơi cao :)),0,ngon giòn tiền tiền giao hàng hơi positive
train_000201,"Hàng rất tốt ,giao hàng rất nhanh ,và gói hàng rất cẩn thận
Cảm ơn shop vì cái giắc DC",0,hàng giao hàng gói hàng cẩn_thận cửa_hàng giắc
train_000202, Chất lượng sản phẩm rất kém mùi nhựa rất hôi độc hại nên không dám cho con ngồi. Giờ vứt  xó. Mua phí tiền. ,1,chất_lượng sản_phẩm kém mùi nhựa hôi độc_hại dám vứt xó mua phí tiền
train_000203,"""đang định lên con aiphone 7 mà nghe quảng cáo thiếu nhiều thứ quá chắc không mua, tưởng dùng camera kép, tưởng dùng dual pixel, tưởng dùng flash kép, tưởng bỏ home vậy lý, tưởng nhiều thứ nữa, vậy mà giá trên trời, hjc hjc""",1,định aiphone 7 ng cáo mua tưởng camera kép tưởng dual pixel tưởng flash kép tưởng home lý_tưởng giá trời h c h c
train_000204,giày phù hợp giá tiền,0,giày giá tiền
train_000205, Đóng gói sản phẩm rất đẹp và chắc chắn! Rất đáng tiền!,0,đóng_gói sản_phẩm đẹp tiền
train_000206,Mói dùng mây hôm rât tôt về lâu dài thi chờ xem. Trước mắt hàng chất lượng giá rẻ. ,0,mói mây hôm rât tôt lâu_dài thi chờ trước_mắt hàng chất_lượng giá rẻ
train_000207,Đẹp mà đường nét tinh tế lắm,0,đẹp đường_nét tinh_tế lắm
train_000208,Mọi người nên mua lạp xưởng tươi của shop Đi nha rất là ngonvà ko bị ngán nữa trên cả sự mong đợi của mình.  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0,mua lạp_xưởng tươi cửa_hàng đi nha ngonvà ngán mong_đợi đóng_gói sản_phẩm đẹp cửa_hàng_phục_vụ tiền giao hàng
train_000209,Rất đáng tiền Chất lượng sản phẩm tuyệt vời .thank shop,0,tiền chất_lượng sản_phẩm tuyệt_vời cám_ơn cửa_hàng
train_000210,Sản phẩm oke ,0,sản_phẩm oke
train_000211,Giày làm = chất liệu gì mà hôi quá!,1,giày chất_liệu hôi
train_000212,"""Tôi xài M7 từ lúc mới ra tới giờ, ko có lý do gì để đổi máy khác, phần cứng và phần mềm rất tuyệt vời. Tôi vô tình làm rớt từ độ cao hơn 1 m ko dưới 10 lần mà giờ sử dụng vẫn ok ngoài cái võ bị xước""",0,xài m7 có_lý_do đổi máy phần_cứng phần_mềm tuyệt_vời vô_tình rớt độ 1 10 o võ xước
train_000213,Sản phẩm đẹp. Đóng gói chắc chắn. Nhưng k có pin dự phòng.,0,sản_phẩm đẹp đóng_gói pin dự_phòng
train_000214,kém chất lượngmua phí tiền,1,kém chất lượngmua phí tiền
train_000215,"Đẹp lắm shop ơi
",0,đẹp lắm cửa_hàng
train_000216,đúng sản phẩm lắp tháo dễ dàng giao nhanh,0,sản_phẩm lắp tháo dễ_dàng giao
train_000217,Đã bỏ thích theo dõi fanpage của tiki gỡ app tiki vì lúc nào phải thấy bản mặt lờ của chi pu,1,theo_dõi fanpage tiki gỡ app tiki bản_mặt lờ chi pu
train_000218, Chất lượng sản phẩm tuyệt vời. Đồng hồ cứ bị đẹp quá. Rồi lại phải mua thêm 2 cái nữa . 😍😍😍,0,chất_lượng sản_phẩm tuyệt_vời đồng_hồ đẹp mua 2 positive positive positive
train_000219, Chất lượng sản phẩm tuyệt vời. Mỗi tội đơn vị vận chuyển chậm quá. 5 ngày mới nhận đc ~.~,0,chất_lượng sản_phẩm tuyệt_vời tội vận_chuyển chậm 5
train_000220,Giấy quá mỏng đọc khá là đau đầu. Tên riêng dịch ra tiếng việt đọc hơi... :( Mình thấy mọi người khen nhiều nên mới mua thế mà... thất vọng quá :(,1,giấy mỏng đọc đau_đầu tên_riêng dịch tiếng việt đọc hơi nagative khen mua thất_vọng nagative
train_000221,"Khá là ƯNG
Với giá này mua được đôi ntn là quá tuyệt rồi",0,ưng giá mua đôi ntn tuyệt
train_000222,Nội dung mình không bàn nữa vì sách mình mua tặng bạn thôi chứ cũng chưa đọc bao giờ nhưng mjk bực kinh khủng vì sách quá bẩn luôn>< chưa bao giờ mình bực tiki như vậy luôn ấy.... mong là không gặp đợt hàng nào như vậy nữa...,1,nội_dung bàn sách mua tặng đọc bực kinh_khủng sách bẩn bực tiki mong đợt hàng
